circuit,n_token,n_component,mode,peak_mem_gb,mem_after_load_gb,num_generated_tokens,prompt_length
fully_factorized,8,1,mtp,13.185546875,12.140625,1024,57
fully_factorized,8,1,speculative,26.306640625,24.2890625,1024,57
fully_factorized,16,1,mtp,13.224609375,12.19921875,1024,57
fully_factorized,16,1,speculative,26.326171875,24.30859375,1024,57
