circuit,n_token,n_component,mode,peak_mem_gb,mem_after_load_gb,num_generated_tokens,prompt_length
btree,8,32,mtp,14.48828125,0.0009765625,1024,4
btree,8,32,speculative,15.314453125,0.0009765625,1024,4
btree,16,32,mtp,15.171875,0.0009765625,1024,4
btree,16,32,speculative,16.017578125,0.0009765625,1024,4
