circuit,n_token,n_component,mode,peak_mem_gb,mem_after_load_gb,num_generated_tokens,prompt_length
fully_factorized,8,1,mtp,13.82421875,0.0009765625,1024,4
fully_factorized,8,1,speculative,14.669921875,0.0009765625,1024,4
fully_factorized,16,1,mtp,13.84375,0.0009765625,1024,4
fully_factorized,16,1,speculative,14.689453125,0.0009765625,1024,4
