circuit,n_token,n_component,mode,peak_mem_gb,mem_after_load_gb,num_generated_tokens,prompt_length
fully_factorized,8,1,mtp,13.837890625,0.0009765625,1024,4
fully_factorized,8,1,speculative,15.490234375,0.0009765625,1024,4
fully_factorized,16,1,mtp,13.857421875,0.0009765625,1024,4
fully_factorized,16,1,speculative,15.509765625,0.0009765625,1024,4
