circuit,n_token,n_component,mode,peak_mem_gb,mem_after_load_gb,num_generated_tokens,prompt_length
btree,8,32,mtp,14.501953125,0.0009765625,1024,4
btree,8,32,speculative,16.134765625,0.0009765625,1024,4
btree,16,32,mtp,15.185546875,0.0009765625,1024,4
btree,16,32,speculative,16.837890625,0.0009765625,1024,4
