circuit,n_token,n_component,mode,peak_mem_gb,mem_after_load_gb,num_generated_tokens,prompt_length
fully_factorized,8,1,mtp,13.171875,12.130859375,1024,57
fully_factorized,8,1,speculative,13.2109375,12.169921875,1024,57
fully_factorized,16,1,mtp,13.2109375,12.189453125,1024,57
fully_factorized,16,1,speculative,13.23046875,12.189453125,1024,57
fully_factorized,32,1,mtp,13.25,12.228515625,1024,57
fully_factorized,32,1,speculative,13.26953125,12.228515625,1024,57
